Article,Sentence,Span,Start,End
article788900262,"Even Senators Jeff Flake, Bob Corker and Lindsey Graham, who have all said Ford needs to be heard, have indicated that if she does not show up for Monday's hearing, they will schedule a vote on Kavanaugh's confirmation.
",,-1,-1
article788900262,"On Thursday afternoon, Ford's highly partisan, activist attorney emailed Grassley saying, although her client strongly prefers that an investigation take place beforehand, Ford will testify next week, but she cannot do so on Monday.
","highly partisan, activist attorney ",30,65
article788900262,"And she will only be questioned by members of the Senate panel, not outside lawyers.
",,-1,-1
article788900262,"Why not Monday?
",,-1,-1
article788900262,"Does she have an important dentist appointment she can't get out of?
",,-1,-1
article788900262,"In order to avoid the criticism that will no doubt come anyway, the Republicans on the Senate Judicial committee have tried very hard to oblige Ford's requests, even offering to go to California to hear her testimony.
",,-1,-1
article788900262,"She and her attorneys feel that they are in the driver's seat and thus, can call all the shots.
",,-1,-1
article788900262,"Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House.
",Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House,0,140
article788900262,"Rush Limbaugh points out that the Senate has bent over backwards to accommodate the accuser.
",bent over backwards ,45,65
article788900262,"""I don’t care who you are, determine the scope and the parameters of an investigation.
",I don’t care who you are,1,25
article788900262,"The accuser doesn’t get to determine when and who investigates.
",,-1,-1
article788900262,"In no circumstance in the country does that happen.""
",In no circumstance in the country does that happen,0,50
article788900262,"In addition to the political reasons for the delay requests, it appears as if this woman is reluctant to testify under oath, possibly because she doesn’t want to perjure herself.
",,-1,-1
article788900262,"Maybe she realizes the magnitude of what her accusations have unleashed.
",,-1,-1
article788900262,"Either this did not happen at all or a much milder version of the situation she alleges occurred.
",,-1,-1
article788900262,"Kavanaugh may have made a pass at her as 17-year-old boys (and even some 17-year-old girls) are known to do.
",,-1,-1
article788900262,"Ford said no and that was it.
",,-1,-1
article788900262,"Even she admits, they did not have sex, nor was this a hostage situation.
",,-1,-1
article788900262,"The perception of events by a 15-year-old girl may differ significantly from reality.
",,-1,-1
article788900262,"And 36 years can distort memories, one way or another.
",,-1,-1
article788900262,"What is happening in the Brett Kavanaugh nomination process should concern every American.
",What is happening in the Brett Kavanaugh nomination process should concern every American,0,89
article788900262,"Whatever happened or did not happen, it's difficult to feel sorry for someone who comes forward at such a politically opportune moment.
",,-1,-1
article788900262,"There was ample time to have addressed this in July or August, but Dianne Feinstein chose to sit on it until the moment it could inflict maximum political damage.
",chose to sit on it until the moment it could inflict maximum political damage,84,161
article788900262,"Democrats may be overestimating the strength of their hand.
",,-1,-1
article788900262,"And Ms. Ford may be overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her.
","overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her",20,113
article788900262,"Watch all these sensitive lawmakers and high profile, activist attorneys scatter like mice from her once the Senate vote is over (regardless of the result).
","sensitive lawmakers and high profile, activist attorneys ",16,73
article788900262,"Ford can choose to state her case on Monday or not, but she is not in a position to be calling the shots.
",,-1,-1
article789121265,"Juanita Broaddrick: Senator Feinstein Had No Interest In My Rape Allegation
",,-1,-1
article789121265,"Juanita Broaddrick, who accused Bill Clinton of rape — and who’s never ever recanted her story, in all the years she’s made the accusation — had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine?
","had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine",141,321
article789121265,"The Clinton machine did nothing but shut down Broaddrick and paint her as a liar.
",The Clinton machine ,0,20
article789121265,"And now?
",,-1,-1
article789121265,"Now things like this, from Sen. Chuck Schumer.
",,-1,-1
article789121265,"Should I call??
",,-1,-1
article789121265,"https://t.co/FMUKzBU87c take our poll - story continues below Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article789121265,"Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article789121265,"Who should replace Nikki Haley as our ambassador to the U.N.?
",,-1,-1
article789121265,"* John Bolton Richard Grenell Dina Powell Heather Nauert Ivanka Trump
",,-1,-1
article789121265,"Email *
",,-1,-1
article789121265,"Comments This field is for validation purposes and should be left unchanged.
",,-1,-1
article789121265,"Completing this poll grants you access to Freedom Outpost updates free of charge.
",,-1,-1
article789121265,"You may opt out at anytime.
",,-1,-1
article789121265,"You also agree to this site's Privacy Policy and Terms of Use.
",,-1,-1
