id,span,propaganda
16582,A U.S. judge on Wednesday ordered the release of an illegal immigrant who is among 47 Indonesians in New Hampshire challenging the Trump administration’s order to deport them.,0
16583,U.S. judge frees Indonesian immigrant held by Trump order,0
16584,"They have both condemned Trump for ""sensationalizing"" Steinle's death to advance anti-immigration policies, and expressed frustration with San Francisco officials, who they believe went too far in refusing to cooperate with federal immigration authorities.",0
16585,"In contrast, Steinle's family has expressed nuanced views on immigration and ""sanctuary"" policies.",0
16586,"Lax border security, too, does not appear to be a factor since Garcia Zarate was caught by border patrol agents each time he entered the country under the Obama administration.",0
16587,"In fact, Garcia Zarate had never been convicted of a violent crime before Steinle's shooting — his previous convictions were for nonviolent drug crimes and illegal entry.",0
16588,Trump tweeted.,0
16589,"BUILD THE WALL!""",1
16590,a complete travesty of justice.,1
16591,The Kate Steinle killer ,1
16592,"Early on Friday, Trump also falsely claimed on Twitter that Garcia Zarate had previously committed violent crimes and had illegally entered the US six times due to lax border security under the Obama administration.",0
16593,"Trump frequently villainized Garcia Zarate and cited Steinle's death during his presidential campaign, using the case to bolster his argument for a border wall and aid his crusade against ""sanctuary cities.""",0
16594,"President Donald Trump immediately seized on the verdict on Thursday as evidence of the perils of ""Illegal Immigration.""",0
16595,Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails.,1
16596,"San Francisco's policy is to ignore such requests if they are not accompanied by judge-signed warrants, and the city has cited federal court cases concluding that such detentions violate inmates' Fourth Amendment rights.",0
16597,"Though the agency did issue a request to the city to detain Garcia Zarate until ICE officials could pick him up, their detainer requests are not signed by a judge and are therefore not legally binding.",0
16598,The agency has argued that obtaining judicial warrants are unnecessary and would place too much burden on ICE officials and federal courts.,0
16599,But ICE has faced criticism of its own over not seeking a judicial warrant to legally obtain custody of Garcia Zarate when it discovered he had been transferred into San Francisco's custody.,0
16600,"politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.""",1
16601,"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,""",1
16602,"San Francisco, meanwhile, has adjusted its policy to notify ICE if they are releasing suspected undocumented immigrants who face charges of serious or violent felonies.",0
16603,The DOJ announced in 2016 it would no longer release potentially deportable detainees to local jails without first allowing ICE to take custody.,0
16604,"As a result of the case, both the DOJ and the city of San Francisco have changed several policies.",0
16605,"sanctuary"" policy",1
16606,"San Francisco prosecutors, who had long ago deprioritized marijuana charges, dismissed the decades-old charge and released Garcia Zarate on April 15, 2015.",0
16607,"He faced a sixth deportation in 2015, and was in Justice Department (DOJ) custody that March after serving 46 months in prison for a felony re-entry into the US, but instead of transferring him into the custody of Immigration and Customs Enforcement (ICE) for deportation, the department transferred him to the San Francisco County Jail for prosecution of a 1995 marijuana charge.",0
16608,"At the time of Steinle's death, Garcia Zarate had been convicted of nonviolent drug crimes and deported five times since the early 1990s.",0
16609,"Beyond the shooting itself, perhaps the most controversial aspect of Garcia Zarate's case involves his previous criminal activity and history of deportations, and how San Francisco and federal authorities handled his custody before he ever picked up the gun and shot Steinle.",0
16610,They said Garcia Zarate then threw the weapon into the bay and fled the scene.,0
16611,"Prosecutors, however, alleged that Garcia Zarate brought the weapon to the pier deliberately to do harm, and intentionally aimed and shot Steinle after firmly pulling the trigger.",0
16612,"Gonzalez told the jury, according to the San Francisco Chronicle, that Garcia Zarate had never handled a firearm before, was frightened by the noise of the gunshot, then flung the weapon into the bay where it was later found by a diver.",0
