id,span,propaganda,sequence_size,qm_size,em_size,ner_person,ner_organization,ner_country,sentiment,polarity,subjectivity,readability,loaded_language
15409,"Lombardo also said police had hunted for the source of the gunfire and that officers responding to the gunman’s floor were unaware that a guard was shot until they arrived there, at which point the shooting rampage had ended.",0,225.00,0,0,Lombardo,,,1.00,0.00,0.50,48.81,0.00
15410,"The confusion began Monday when police said that the gunman fired at the hotel security guard, Jesus Campos, six minutes before the mass shooting began, not during the massacre as they had said.",0,194.00,0,0,Jesus Campos,,,1.00,0.00,0.00,46.44,0.00
15411,contradicting a timeline they had offered earlier this week….,1,61.00,0,0,,,,2.00,0.00,0.50,45.42,0.00
15412,WaPo reports:,0,13.00,0,0,,WaPo,,2.00,0.00,0.00,77.91,0.00
15413,3.,0,2.00,0,0,,,,2.00,0.00,0.00,121.22,0.00
15414,"But now that is disputed, in Version No.",0,40.00,0,0,,,,1.00,0.00,0.00,80.28,0.00
15415,2.,0,2.00,0,0,,,,2.00,0.00,0.00,121.22,0.00
15416,That was Version No.,0,20.00,0,0,,,,1.00,0.00,0.00,92.80,0.00
15417,That raised a number of question,1,32.00,0,0,,,,2.00,0.00,0.00,90.77,0.00
15418,"Some days later, the Las Vegas police backed away from that timeline, and stated that the security guard actually arrived 6 minutes before Paddock started shooting into the crowd 32 stories below him.",0,200.00,0,0,him,,,1.00,0.00,0.05,37.98,0.00
15419,1.,0,2.00,0,0,,,,2.00,0.00,0.00,121.22,0.00
15420,That was Version No.,0,20.00,0,0,,,,1.00,0.00,0.00,92.80,0.00
15421,"Paddock then turned his fire into the hallway, firing some 200 bullets, and after that the shooting stopped as police arrived.",0,126.00,0,0,his,,,1.00,0.00,0.00,67.08,0.00
15422,"The initial timeline was that Stephen Paddock’s shooting stopped when, approximately 6 minutes after he started, he was interrupted by a security guard from the Mandalay Bay hotel.",0,180.00,0,0,"Stephen Paddock, he",,,1.00,-0.20,0.30,34.60,0.00
15423,But it didn’t take very long for the Las Vegas police to release a precise timeline.,0,84.00,0,0,,,,1.00,0.17,0.66,72.16,0.00
15424,"I realize that in the heat of a shooting, particularly a mass shooting, it may take some time for a precise timeline to develop.",0,128.00,0,0,,,,1.00,0.28,0.57,55.58,0.00
15425,Police and hotel still don’t agree on some details.,0,51.00,0,0,,,,1.00,0.00,0.00,87.72,0.00
15426,"October 13, 2017, Legal Insurrection",0,36.00,0,0,,,,3.00,0.20,0.20,15.64,0.00
15427,William Jacobson explains the latest “revise” by the authorities is the now infamously botched Vegas investigation:,0,115.00,0,0,William Jacobson,,,1.00,0.00,0.95,21.40,0.00
15428,"The sheriff, alluding to allegations of a conspiracy between his department, the F.B.I., and MGM — supposedly in an effort to establish a legal case — said, “there is no conspiracy.”",0,182.00,0,0,his,F.B.I.,,1.00,0.20,0.20,31.55,0.00
15429,How can they possibly hold those two contradictory ideas at the same time?,0,74.00,1,0,,,,2.00,0.00,0.56,66.74,0.00
15430,"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive",1,90.00,0,0,his,FBI,,1.00,0.00,0.50,72.16,0.00
15431,Are they for real?,0,18.00,1,0,,,,2.00,0.20,0.30,92.80,0.00
15432,Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened?,0,97.00,1,0,,FBI,,2.00,0.00,0.00,78.59,0.00
15433,"A well-coordinated, meticulously planned attack on concertgoers leads to the murder of 58 Americans at a country music festival in Las Vegas, with over 500 injured, and they have no explanation or motive.",0,204.00,0,0,,,,0.00,0.00,0.00,21.06,0.00
15434,Are they for real?,0,18.00,1,0,,,,2.00,0.20,0.30,92.80,0.00
15435,conspiracy theorists”,1,21.00,0,0,,,,2.00,0.00,0.00,-133.60,0.00
15436,They would have posed real genuine questions of Sheriff Lombardo and forced him to stumble all over himself in answering them.,0,126.00,0,0,"Lombardo, him",,,1.00,0.08,0.35,58.62,0.00
15437,Editor's Note: This is probably a reason why reporters Laura Loomer and Mike Tokes were barred from entering the presser.,0,121.00,0,0,"Laura Loomer, Mike Tokes",,,1.00,0.00,0.00,59.64,0.00
15438,Las Vegas Shooting: A THIRD Timeline Emerges,0,44.00,0,0,,,,1.00,0.00,0.00,81.29,0.00
15439,Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn,1,135.00,0,0,,New York Times,,2.00,0.21,0.32,70.47,0.00
15440,It's time for the #BDStears crowd to examine their entitlement and recognize that what's good for the goose is good for the gander.,0,131.00,0,0,,,,3.00,0.70,0.60,65.05,0.00
15441,It's resistance to a propaganda campaign intended to attack the human rights of the Jewish people,1,97.00,0,0,,,,1.00,-0.03,0.07,38.32,0.00
15442,It's not that boycotting Dan Fishback censors work.,0,51.00,0,0,Dan Fishback,,,1.00,0.00,0.00,80.28,0.00
15443,"""it’s not that BDS is “censoring” work — it’s that BDS is resisting a propaganda campaign that was intentionally crafted to influence international politics,"" Dan Fishback claimed when advocating a boycott of some Israeli plays.",0,228.00,0,0,Dan Fishback,BDS,,1.00,-0.05,0.05,19.03,0.00
15444,Not of Jewish nationhood itself.,0,32.00,0,0,,,,1.00,0.00,0.00,49.48,0.00
15445,But the only dissent and argument that Jews are supposed to welcome is that of people who hate the existence of Jewish nationhood.,0,130.00,0,0,,,,1.00,0.00,0.70,56.59,0.00
15446,whining ,1,8.00,0,0,,,,2.00,0.00,0.00,-47.99,0.00
15447,Previously Dan Fishback had authored an article arguing for boycotting some Israeli plays.,0,90.00,0,0,Dan Fishback,,,1.00,-0.17,0.17,41.36,0.00
15448,Anti-Israel activists like Dan Fishback are entitled to exploit Jewish spaces for their propoaganda... even while they advocate a boycott of the Jews of Israel.,0,160.00,0,0,Dan Fishback,,Israel,1.00,0.00,0.00,46.10,0.00
15449,knapsack of entitled nonsense,1,29.00,0,0,,,,1.00,0.00,0.00,33.58,0.00
15450,"If our Jewish institutions — particularly the American Jewish Historical Society — cannot accommodate dissent, and effectively exclude all Jewish anti-Zionists, then they have not only lost a rapidly growing Jewish population, but they have lost a key aspect of their Jewishness",1,278.00,0,0,,,,1.00,0.08,0.31,3.47,0.00
15451,"I was taught that it was important to ask difficult questions, and that it was noble to stand up for what you believed in.",0,122.00,0,0,,,,1.00,0.17,0.97,72.50,0.00
15452,I was raised to believe we were a people of dissent and argument.,0,65.00,0,0,,,,2.00,0.00,0.00,75.20,0.00
15453,terrified ,1,10.00,0,0,,,,2.00,0.00,0.00,-132.59,0.00
15454,"Any Jew who opposes the Occupation — or opposes Zionism itself — knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations,""",1,224.00,0,0,,,,2.00,0.00,0.00,27.49,0.00
15455,"Him, the PLO and the KKK.",0,25.00,0,0,Him,"PLO, KKK",,3.00,0.00,0.00,116.15,0.00
15456,"""I have grown accustomed to feeling unwelcome in Jewish spaces,"" Dan Fishback whines.",0,85.00,0,0,Dan Fishback,,,2.00,0.00,0.00,58.28,0.00
15457,anti-Israel,1,11.00,0,0,,,,2.00,0.00,0.00,-132.59,0.00
15458,And Dan Fishback is flooding the media with #BDStears.,0,54.00,0,0,Dan Fishback,,,1.00,0.00,0.00,79.26,0.00
15459,The JVP events have been canceled That includes Fishback's Rubble and Rubble.,0,77.00,0,0,Fishback,JVP,,1.00,0.00,0.00,76.22,0.00
15460,AJHS and JVP members get discounted admission.,0,46.00,0,0,,"AJHS, JVP",,2.00,0.00,0.00,55.91,0.00
15461,His goal is to “normalize Jewish anti-Zionism”.,0,47.00,0,0,His,,,2.00,0.00,0.00,38.99,0.00
15462,Fishback is a BDS supporter and a member of the JVP Artists Council.,0,68.00,0,0,Fishback,"JVP Artists Council, BDS",,1.00,0.00,0.00,75.20,0.00
15463,"In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel.",0,103.00,0,0,"Dan Fishback, his",,Israel,1.00,0.00,0.00,69.11,0.00
15464,"Time for US to do same.""",0,24.00,0,0,,,US,2.00,0.00,0.12,116.15,0.00
15465,"He had tweeted, ""EU no longer considers #Hamas a terrorist group.",0,65.00,0,0,He,EU,,1.00,0.00,0.00,68.77,0.00
15466,"Coming up in late October is “The Balfour Declaration: Support for a Jewish Homeland or Jewish State?” The two speakers are Robert Herbst, the coordinator of the Westchester chapter of JVP, and Jonathan Kuttab, who advocates a one-state solution for eliminating Israel.",0,269.00,1,0,"Jonathan Kuttab, Robert Herbst",JVP,Israel,1.00,-0.10,0.20,20.39,0.00
15467,anti-Israel BDS hate group,1,26.00,0,0,,BDS,,1.00,-0.80,0.90,50.50,0.00
15468,The American Jewish Historical Society was founded to study and preserve Jewish history.,0,88.00,0,0,,,,1.00,0.00,0.00,24.44,0.00
15469,Here's my article on the subject.,0,33.00,0,0,,,,2.00,-0.17,0.33,73.85,0.00
15470,radical anti-Israel hate group,1,30.00,0,0,,,,1.00,-0.80,0.90,8.20,0.00
15471,The latest outbreak of #BDStears comes from Dan Fishback and his supporters.,0,76.00,0,0,"Dan Fishback, his",,,2.00,0.50,0.90,67.76,0.00
15472,"Every time a BDS activist faces a boycott, the #BDStears come out.",0,66.00,0,0,,,,1.00,0.00,0.00,84.68,0.00
15473,"Dan Fishback: It's Okay to Boycott Israeli Plays, But Not Okay to Boycott BDS Plays",0,83.00,0,0,Dan Fishback,,,1.00,0.12,0.50,81.63,0.00
15474,"They and the illegal immigrants they were trying to smuggle are all being processed for deportation, CBP said.",0,110.00,0,0,,CBP,,1.00,-0.50,0.50,53.21,0.00
15475,Neither of the Dreamers’ names were released.,0,45.00,0,0,,,,2.00,0.00,0.00,64.37,0.00
15476,Three days later the same checkpoint snared another DACA recipient from Mexico smuggling an illegal immigrant from Mexico in his trunk.,0,135.00,0,0,his,,Mexico,1.00,-0.17,0.21,33.24,0.00
15477,"The driver of the car was from Guatemala, a juvenile who had been approved by the Obama administration for a DACA permit in 2016.",0,129.00,0,0,Obama,DACA,Guatemala,1.00,-0.25,0.25,55.58,0.00
15478,"Customs and Border Protection said the first smuggling attempt was broken up on Oct. 4, after Border Patrol agents stopped a car at a checkpoint on Interstate 35 and discovered two illegal immigrants from Brazil hiding in the trunk.",0,232.00,0,0,,"Border Patrol, Border Protection, Customs",Brazil,1.00,-0.22,0.41,40.35,0.00
15479,In more ways than one.,0,22.00,0,0,,,,2.00,0.50,0.50,117.16,0.00
15480,Meanwhile DREAMERs continue violating the law.,0,46.00,0,0,,,,1.00,0.00,0.00,14.63,0.00
15481,you move closer to legalizing all illegals,1,42.00,0,0,,,,3.00,0.00,0.00,38.99,0.00
15482,They're an industry: an economic industry and a political industry.,0,67.00,0,0,,,,2.00,0.10,0.15,19.03,0.00
15483,And illegal aliens are not a racial or ethnic group.,0,52.00,0,0,,,,1.00,-0.50,0.50,86.71,0.00
15484,"The distinction between the illegal aliens who benefited from Obama's illegal amnesty and other illegals has always been a matter of rhetoric, not substance.",0,157.00,0,0,Obama,,,1.00,-0.38,0.46,38.66,0.00
15485,less glamorous,1,14.00,0,0,,,,2.00,-0.17,0.07,77.91,0.00
15486,Two DREAMERs Caught Smuggling Illegal Aliens,0,44.00,0,0,,,,2.00,-0.50,0.50,56.93,0.00
15487,One can only speculate as to what the reasons for these lies actually are?,1,74.00,1,0,,,,2.00,0.00,0.55,65.73,0.00
15488,it is strikingly obvious that authorities have lied to the American people,1,74.00,0,0,,,,1.00,0.00,0.25,42.38,0.00
15489,Slowly but surely ,1,18.00,0,0,,,,2.00,0.10,0.64,34.59,0.00
15490,"This testimony also backs up claims by another eyewitness, Rene Downs, who has spent the past few days doing interviews about a shooter inside the Bellagio Hotel.",0,162.00,0,0,Rene Downs,,,1.00,-0.18,0.15,44.07,0.00
15491,"Amazingly, as Shepard Ambellas noted, “The man’s claims match up to actual events captured in police audio recordings from the night of the shooting which confirms that between 11:15 and 11:18 p.m. on the night of Oct. 1 there was, in fact, something going on at the Bellagio.”",0,277.00,0,0,Shepard Ambellas,,,1.00,0.30,0.50,39.68,0.00
15492,“That was about 11:20 when we heard the shots and the screams… at that point you could hear and see the screams and see hundreds of people coming towards us.”,0,158.00,0,0,,,,1.00,0.00,0.00,74.87,0.00
15493,"There’s a shooter!’ And then I heard like five or six pops, like unmistakable gunfire, unmistakably.”",0,101.00,0,1,,,,2.00,0.00,0.00,72.16,0.00
15494,“Then I heard somebody yell ‘there’s a shooter!,0,47.00,0,1,,,,2.00,0.00,0.00,88.74,0.00
15495,"“All of a sudden there was just a crescendo of screams that started behind us in the lobby,” he claimed.",0,104.00,0,0,he,,,1.00,-0.20,0.60,76.56,0.00
15496,"Keep in mind, this is all information that the police and the FBI has hidden from the American people.",0,102.00,0,0,,FBI,,1.00,-0.08,0.17,69.11,0.00
15497,Jeff then describes a scene in which he and his wife were walking through the main lobby when screams and gunfire erupted.,0,122.00,0,0,"his, he, Jeff",,,1.00,0.17,0.33,82.99,0.00
15498,"There is no mistake in my mind about it,” he continued.",0,55.00,0,0,he,,,1.00,0.00,0.00,85.69,0.00
15499,“My wife and I were in Las Vegas celebrating our 10th anniversary and on October 1st we were involved in an incident with an active shooter at the Bellagio.,0,156.00,0,0,,,,1.00,-0.13,0.60,50.50,0.00
15500,The eyewitness then goes on to directly say that he and his wife were involved in an active shooter situation at a different hotel that authorities have so far done everything in their power to cover-up.,0,203.00,0,0,"his, he",,,1.00,0.02,0.65,43.40,0.00
15501,"It wasn’t just centralized around the Mandalay Hotel,” the witness claimed.",0,75.00,0,0,,,,1.00,0.00,0.00,68.77,0.00
15502,"“First of all, I think what needs to be said is that, from my perspective, there were multiple events that occurred around Las Vegas, up and down the Strip that night.",0,167.00,0,0,,,,1.00,0.03,0.21,73.85,0.00
15503,Jeff begins the interview by making clear his belief that there were multiple active shooters targeting different places in Las Vegas on the night of the attack.,0,161.00,0,0,"his, Jeff",,,1.00,-0.01,0.40,44.07,0.00
15504,"During the confessional, a Canadian man by the name of Jeff detailed the fact that he and his wife were in the Bellagio Resort and Casino around 11:20pm on the night of the shooting when panic broke out in the hotels lobby.",0,223.00,0,0,"his, he, Jeff",,,1.00,0.40,0.75,45.77,0.00
15505,astonishing eyewitness report,1,29.00,0,0,,,,3.00,0.50,1.00,-50.02,0.00
15506,Eyewitness Confessional: There Was An Active Shooter Targeting The Bellagio Hotel During The Las Vegas Massacre,0,111.00,0,0,,,,1.00,-0.13,0.60,29.86,0.00
15507,Article posted with permission from SHTFPlan,0,44.00,0,0,,,,2.00,0.00,0.00,31.55,0.00
15508,What exactly do they want us to believe?,0,40.00,1,0,,,,2.00,0.25,0.25,80.28,0.00
